Frame: 	Blockiness: 	SA: 	Letterbox: 	Pillarbox: 	Blockloss: 	Blur: 	TA: 	Blackout: 	Freezing: 	Exposure(bri): 	Contrast: 	Interlace: 	Noise: 	Slice: 	Flickering:
03387 	0.90885 	61.00692 	0.00000 	0.00000 	0.00000 	4.910 	8.75745 	0 	0 	125    	49.10546 	0.00076 	0.3193   	45.830  	-1.00000
03388 	0.91206 	61.05228 	0.00000 	0.00000 	0.00000 	4.883 	8.23898 	0 	0 	125    	49.16521 	0.00063 	0.3216   	53.520  	-1.00000
03389 	0.90677 	61.11611 	0.00000 	0.00000 	0.00000 	4.931 	7.52904 	0 	0 	125    	49.19970 	0.00069 	0.3170   	23.458  	-1.00000
03390 	0.91482 	61.26100 	0.00000 	0.00000 	0.00000 	4.929 	6.64909 	0 	0 	125    	49.25524 	0.00056 	0.3166   	23.683  	-1.00000
03391 	0.93781 	61.22172 	0.00000 	0.00000 	0.00000 	4.911 	5.93488 	0 	0 	125    	49.28358 	0.00056 	0.3122   	14.154  	-1.00000
03392 	0.92782 	61.27618 	0.00000 	0.00000 	0.00000 	4.875 	4.94080 	0 	0 	125    	49.28510 	0.00049 	0.3155   	12.854  	0.68084
03393 	0.89281 	61.32099 	0.00000 	0.00000 	0.00000 	4.876 	3.79262 	0 	0 	125    	49.28120 	0.00063 	0.3172   	14.394  	-1.00000
03394 	0.90276 	61.32915 	0.00000 	0.00000 	0.00000 	4.878 	3.17166 	0 	0 	125    	49.27766 	0.00069 	0.3156   	13.585  	-1.00000
03395 	0.89861 	61.25275 	0.00000 	0.00000 	0.00000 	4.875 	2.66801 	0 	0 	125    	49.26284 	0.00056 	0.3188   	13.573  	-1.00000
03396 	0.91681 	61.21453 	0.00000 	0.00000 	0.00000 	4.848 	2.43341 	0 	0 	125    	49.22348 	0.00056 	0.3175   	13.315  	-1.00000
03397 	0.91105 	61.18842 	0.00000 	0.00000 	0.00000 	4.831 	2.77238 	0 	0 	125    	49.18485 	0.00056 	0.3185   	13.388  	-1.00000
03398 	0.91361 	61.14511 	0.00000 	0.00000 	0.00000 	4.853 	3.24004 	0 	0 	125    	49.15364 	0.00063 	0.3187   	12.389  	-1.00000
03399 	0.90478 	61.11605 	0.00000 	0.00000 	0.00000 	4.833 	3.50945 	0 	0 	125    	49.11994 	0.00056 	0.3224   	19.207  	-1.00000
03400 	0.94775 	61.00587 	0.00000 	0.00000 	0.00000 	4.865 	3.44403 	0 	0 	125    	49.05916 	0.00056 	0.3216   	24.603  	0.69126
03401 	0.92877 	61.06627 	0.00000 	0.00000 	0.00000 	4.865 	3.56352 	0 	0 	125    	49.04499 	0.00063 	0.3200   	23.185  	-1.00000
03402 	0.93367 	61.09248 	0.00000 	0.00000 	0.00000 	4.867 	3.93445 	0 	0 	125    	49.00052 	0.00063 	0.3199   	21.084  	-1.00000
03403 	0.93275 	61.10341 	0.00000 	0.00000 	0.10000 	4.832 	4.06919 	0 	0 	125    	48.98473 	0.00056 	0.3230   	19.217  	-1.00000
03404 	0.93460 	61.15795 	0.00000 	0.00000 	0.00000 	4.827 	4.02788 	0 	0 	125    	48.99338 	0.00063 	0.3173   	20.395  	-1.00000
03405 	0.93297 	61.26596 	0.00000 	0.00000 	0.00000 	4.836 	3.73364 	0 	0 	125    	49.03763 	0.00056 	0.3171   	18.321  	-1.00000
03406 	0.94382 	61.36051 	0.00000 	0.00000 	0.00000 	4.837 	3.32694 	0 	0 	125    	49.05234 	0.00056 	0.3171   	17.767  	-1.00000
03407 	0.94229 	61.31084 	0.00000 	0.00000 	0.00000 	4.821 	2.88792 	0 	0 	125    	49.02403 	0.00056 	0.3140   	15.690  	-1.00000
03408 	0.93243 	61.51282 	0.00000 	0.00000 	0.00000 	4.795 	2.62591 	0 	0 	125    	49.01305 	0.00063 	0.3155   	15.044  	0.69589
03409 	0.88718 	61.60596 	0.00000 	0.00000 	0.00000 	4.769 	2.34620 	0 	0 	125    	48.99760 	0.00049 	0.3156   	14.554  	-1.00000
03410 	0.92071 	61.67361 	0.00000 	0.00000 	0.00000 	4.782 	2.34648 	0 	0 	125    	48.96194 	0.00083 	0.3156   	14.384  	-1.00000
03411 	0.93433 	61.67749 	0.00000 	0.00000 	0.00000 	4.777 	2.09731 	0 	0 	125    	48.92562 	0.00069 	0.3138   	14.304  	-1.00000
03412 	0.92021 	61.69569 	0.00000 	0.00000 	0.10000 	4.775 	2.39552 	0 	0 	125    	48.90157 	0.00056 	0.3181   	12.847  	-1.00000
03413 	0.92687 	61.68232 	0.00000 	0.00000 	0.00000 	4.781 	3.10321 	0 	0 	125    	48.88557 	0.00063 	0.3177   	12.444  	-1.00000
03414 	0.92122 	61.66961 	0.00000 	0.00000 	0.10000 	4.777 	4.07597 	0 	0 	125    	48.88417 	0.00069 	0.3187   	12.215  	-1.00000
03415 	0.93419 	61.48869 	0.00000 	0.00000 	0.00000 	4.817 	4.73155 	0 	0 	125    	48.90967 	0.00056 	0.3116   	11.009  	-1.00000
03416 	0.91341 	61.67436 	0.00000 	0.00000 	0.00000 	4.797 	4.61068 	0 	0 	125    	48.99326 	0.00063 	0.3178   	10.920  	0.72483
03417 	0.91846 	61.81855 	0.00000 	0.00000 	0.00000 	4.700 	4.21911 	0 	0 	125    	49.04727 	0.00049 	0.3183   	10.616  	-1.00000
03418 	0.91637 	61.87411 	0.00000 	0.00000 	0.00000 	4.689 	3.63062 	0 	0 	125    	49.06444 	0.00056 	0.3187   	10.408  	-1.00000
03419 	0.92111 	61.97285 	0.00000 	0.00000 	0.00000 	4.683 	3.17095 	0 	0 	125    	49.05468 	0.00042 	0.3220   	10.404  	-1.00000
03420 	0.92636 	62.08136 	0.00000 	0.00000 	0.00000 	4.684 	2.47184 	0 	0 	125    	49.01998 	0.00035 	0.3165   	10.318  	-1.00000
03421 	0.94319 	62.14549 	0.00000 	0.00000 	0.00000 	4.697 	2.06895 	0 	0 	125    	48.97727 	0.00049 	0.3147   	10.412  	-1.00000
03422 	0.92235 	62.28876 	0.00000 	0.00000 	0.00000 	4.702 	1.68421 	0 	0 	125    	49.00609 	0.00042 	0.3201   	10.194  	-1.00000
03423 	0.92644 	62.20234 	0.00000 	0.00000 	0.00000 	4.691 	1.86813 	0 	0 	125    	49.01403 	0.00042 	0.3191   	10.244  	-1.00000
03424 	0.92676 	62.23482 	0.00000 	0.00000 	0.00000 	4.700 	1.39329 	0 	0 	125    	48.99612 	0.00028 	0.3197   	10.127  	0.69734
03425 	0.91844 	62.29725 	0.00000 	0.00000 	0.00000 	4.688 	1.10562 	0 	0 	125    	48.98348 	0.00028 	0.3184   	9.907   	-1.00000
03426 	0.94678 	62.24352 	0.00000 	0.00000 	0.00000 	4.707 	1.31685 	0 	0 	125    	48.96624 	0.00021 	0.3151   	9.912   	-1.00000
03427 	0.93424 	62.24886 	0.00000 	0.00000 	0.00000 	4.699 	1.66156 	0 	0 	125    	48.96941 	0.00021 	0.3171   	9.876   	-1.00000
03428 	0.93665 	61.99863 	0.00000 	0.00000 	0.00000 	4.739 	2.81637 	0 	0 	125    	48.95520 	0.00021 	0.3097   	10.650  	-1.00000
03429 	0.92402 	62.07586 	0.00000 	0.00000 	0.00000 	4.733 	3.91253 	0 	0 	125    	49.00887 	0.00028 	0.3190   	11.084  	-1.00000
03430 	0.93962 	61.89745 	0.00000 	0.00000 	0.00000 	4.749 	4.56079 	0 	0 	125    	49.02069 	0.00021 	0.3165   	9.504   	-1.00000
03431 	0.92977 	61.99457 	0.00000 	0.00000 	0.00000 	4.753 	5.13660 	0 	0 	125    	49.11962 	0.00021 	0.3199   	9.537   	-1.00000
03432 	0.92351 	61.94255 	0.00000 	0.00000 	0.00000 	4.749 	5.40018 	0 	0 	125    	49.19238 	0.00021 	0.3178   	9.480   	0.66985
03433 	0.94193 	61.78160 	0.00000 	0.00000 	0.00000 	4.810 	5.22012 	0 	0 	125    	49.22719 	0.00021 	0.3117   	9.648   	-1.00000
03434 	0.92306 	61.83763 	0.00000 	0.00000 	0.10000 	4.735 	4.56173 	0 	0 	125    	49.23588 	0.00021 	0.3143   	9.429   	-1.00000
03435 	0.94380 	61.78277 	0.00000 	0.00000 	0.00000 	4.724 	4.04230 	0 	0 	125    	49.19901 	0.00028 	0.3184   	9.785   	-1.00000
03436 	0.93779 	61.76772 	0.00000 	0.00000 	0.00000 	4.771 	3.71200 	0 	0 	125    	49.16482 	0.00028 	0.3187   	9.698   	-1.00000
03437 	0.95574 	61.73880 	0.00000 	0.00000 	0.00000 	4.782 	3.45123 	0 	0 	125    	49.11689 	0.00021 	0.3203   	9.586   	-1.00000
03438 	0.91976 	61.78688 	0.00000 	0.00000 	0.00000 	4.693 	3.10110 	0 	0 	125    	49.11478 	0.00035 	0.3190   	9.963   	-1.00000
03439 	0.92411 	61.75664 	0.00000 	0.00000 	0.00000 	4.780 	2.50749 	0 	0 	125    	49.10006 	0.00021 	0.3173   	9.853   	-1.00000
03440 	0.94435 	61.85493 	0.00000 	0.00000 	0.10000 	4.755 	2.20852 	0 	0 	125    	49.09690 	0.00021 	0.3167   	9.844   	0.68634
03441 	0.92568 	61.90670 	0.00000 	0.00000 	0.10000 	4.687 	1.48263 	0 	0 	125    	49.11258 	0.00028 	0.3166   	9.982   	-1.00000
03442 	0.94335 	61.88277 	0.00000 	0.00000 	0.00000 	4.747 	1.06783 	0 	0 	125    	49.10868 	0.00021 	0.3124   	10.085  	-1.00000
03443 	0.91636 	61.95168 	0.00000 	0.00000 	0.00000 	4.686 	1.00320 	0 	0 	125    	49.13504 	0.00021 	0.3164   	10.097  	-1.00000
03444 	0.91565 	61.94968 	0.00000 	0.00000 	0.00000 	4.707 	1.25015 	0 	0 	125    	49.14458 	0.00014 	0.3147   	9.662   	-1.00000
03445 	0.91783 	61.94695 	0.00000 	0.00000 	0.00000 	4.701 	1.64380 	0 	0 	125    	49.14255 	0.00014 	0.3163   	9.840   	-1.00000
03446 	0.93139 	61.96493 	0.00000 	0.00000 	0.00000 	4.709 	2.24015 	0 	0 	125    	49.12670 	0.00021 	0.3198   	9.999   	-1.00000
03447 	0.93981 	61.95934 	0.00000 	0.00000 	0.00000 	4.701 	3.12132 	0 	0 	125    	49.08856 	0.00042 	0.3181   	9.501   	-1.00000
03448 	0.94270 	61.72020 	0.00000 	0.00000 	0.00000 	4.768 	4.30619 	0 	0 	125    	49.03750 	0.00021 	0.3136   	9.548   	0.69010
03449 	0.91214 	61.77860 	0.00000 	0.00000 	0.00000 	4.771 	5.09988 	0 	0 	125    	49.04931 	0.00090 	0.3199   	9.019   	-1.00000
03450 	0.91523 	61.75212 	0.00000 	0.00000 	0.00000 	4.798 	5.48869 	0 	0 	125    	49.08086 	0.00014 	0.3162   	8.611   	-1.00000
03451 	0.92868 	61.81911 	0.00000 	0.00000 	0.00000 	4.809 	5.37454 	0 	0 	125    	49.14871 	0.00014 	0.3195   	8.572   	-1.00000
03452 	0.94427 	61.89146 	0.00000 	0.00000 	0.10000 	4.726 	4.83046 	0 	0 	125    	49.19654 	0.00014 	0.3186   	9.021   	-1.00000
03453 	0.93527 	61.94633 	0.00000 	0.00000 	0.00000 	4.736 	3.56252 	0 	0 	125    	49.21583 	0.00014 	0.3178   	8.839   	-1.00000
03454 	0.94638 	61.93912 	0.00000 	0.00000 	0.00000 	4.786 	1.88108 	0 	0 	125    	49.18608 	0.00021 	0.3172   	8.492   	-1.00000
03455 	0.92455 	61.99083 	0.00000 	0.00000 	0.00000 	4.763 	2.95785 	0 	0 	125    	49.16110 	0.00028 	0.3215   	8.556   	-1.00000
03456 	0.77369 	62.33738 	0.00000 	0.00000 	0.00000 	4.673 	4.44217 	0 	0 	125    	49.22287 	0.00139 	0.3114   	10.926  	0.67014
03457 	0.85023 	62.32656 	0.00000 	0.00000 	0.00000 	4.686 	4.78281 	0 	0 	125    	49.23853 	0.00097 	0.3148   	11.097  	-1.00000
03458 	0.83114 	62.43669 	0.00000 	0.00000 	0.00000 	4.822 	3.69543 	0 	0 	125    	49.24025 	0.00097 	0.3139   	10.875  	-1.00000
03459 	0.84338 	62.50802 	0.00000 	0.00000 	0.00000 	4.779 	2.24951 	0 	0 	125    	49.20390 	0.00076 	0.3117   	10.627  	-1.00000
03460 	0.85469 	62.48443 	0.00000 	0.00000 	0.00000 	4.707 	1.98016 	0 	0 	125    	49.13307 	0.00083 	0.3066   	10.651  	-1.00000
03461 	0.83696 	62.63109 	0.00000 	0.00000 	0.00000 	4.675 	2.33897 	0 	0 	125    	49.12860 	0.00083 	0.3085   	10.860  	-1.00000
03462 	0.85217 	62.65717 	0.00000 	0.00000 	0.00000 	4.665 	2.77100 	0 	0 	125    	49.19064 	0.00083 	0.3076   	11.903  	-1.00000
03463 	0.87456 	62.58148 	0.00000 	0.00000 	0.00000 	4.684 	3.18400 	0 	0 	125    	49.25365 	0.00076 	0.3114   	12.084  	-1.00000
03464 	0.85447 	62.63777 	0.00000 	0.00000 	0.20000 	4.672 	3.04078 	0 	0 	125    	49.30145 	0.00069 	0.3085   	10.983  	0.70631
03465 	0.85974 	62.64691 	0.00000 	0.00000 	0.00000 	4.673 	2.68469 	0 	0 	125    	49.30011 	0.00056 	0.3078   	11.408  	-1.00000
03466 	0.87073 	62.59156 	0.00000 	0.00000 	0.00000 	4.680 	1.73068 	0 	0 	125    	49.27599 	0.00049 	0.3084   	10.537  	-1.00000
03467 	0.86243 	62.70282 	0.00000 	0.00000 	0.00000 	4.686 	1.58752 	0 	0 	125    	49.28030 	0.00069 	0.3122   	10.711  	-1.00000
03468 	0.86715 	62.74877 	0.00000 	0.00000 	0.10000 	4.691 	2.19200 	0 	0 	125    	49.29096 	0.00069 	0.3145   	10.695  	-1.00000
03469 	0.88747 	62.67718 	0.00000 	0.00000 	0.00000 	4.735 	3.07380 	0 	0 	125    	49.30474 	0.00069 	0.3122   	10.058  	-1.00000
03470 	0.87213 	62.60446 	0.00000 	0.00000 	0.00000 	4.765 	4.09488 	0 	0 	125    	49.35224 	0.00069 	0.3130   	10.077  	-1.00000
03471 	0.88615 	62.51659 	0.00000 	0.00000 	0.00000 	4.823 	4.69685 	0 	0 	125    	49.40672 	0.00063 	0.3129   	9.954   	-1.00000
03472 	0.88295 	62.51029 	0.00000 	0.00000 	0.10000 	4.851 	4.72485 	0 	0 	125    	49.45934 	0.00063 	0.3099   	9.480   	0.69618
03473 	0.86053 	62.56443 	0.00000 	0.00000 	0.00000 	4.825 	4.10790 	0 	0 	125    	49.49186 	0.00069 	0.3107   	9.325   	-1.00000
03474 	0.87637 	62.58934 	0.00000 	0.00000 	0.00000 	4.799 	3.64769 	0 	0 	125    	49.51211 	0.00056 	0.3121   	8.919   	-1.00000
03475 	0.88929 	62.48213 	0.00000 	0.00000 	0.00000 	4.790 	3.12917 	0 	0 	125    	49.50527 	0.00049 	0.3117   	8.877   	-1.00000
03476 	0.88800 	62.64277 	0.00000 	0.00000 	0.00000 	4.728 	2.79460 	0 	0 	125    	49.52199 	0.00076 	0.3135   	8.923   	-1.00000
03477 	0.89020 	62.50807 	0.00000 	0.00000 	0.00000 	4.718 	2.58545 	0 	0 	125    	49.53204 	0.00056 	0.3113   	9.892   	-1.00000
03478 	0.88492 	62.51407 	0.00000 	0.00000 	0.00000 	4.709 	2.74267 	0 	0 	125    	49.60261 	0.00063 	0.3109   	10.688  	-1.00000
03479 	0.89551 	62.45885 	0.00000 	0.00000 	0.00000 	4.735 	3.23193 	0 	0 	125    	49.64133 	0.00056 	0.3142   	11.499  	-1.00000
03480 	0.88662 	62.36153 	0.00000 	0.00000 	0.00000 	4.742 	4.13950 	0 	0 	125    	49.68693 	0.00056 	0.3135   	14.463  	0.67650
03481 	0.89003 	62.30928 	0.00000 	0.00000 	0.00000 	4.756 	5.21484 	0 	0 	125    	49.69371 	0.00042 	0.3123   	15.967  	-1.00000
03482 	0.89331 	62.32095 	0.00000 	0.00000 	0.00000 	4.743 	5.36898 	0 	0 	125    	49.70858 	0.00042 	0.3204   	17.942  	-1.00000
03483 	0.90228 	62.33879 	0.00000 	0.00000 	0.00000 	4.778 	5.02323 	0 	0 	125    	49.79296 	0.00049 	0.3154   	18.310  	-1.00000
03484 	0.89804 	62.39093 	0.00000 	0.00000 	0.00000 	4.772 	4.54592 	0 	0 	125    	49.83924 	0.00049 	0.3170   	17.720  	-1.00000
03485 	0.90067 	62.37052 	0.00000 	0.00000 	0.00000 	4.778 	4.00400 	0 	0 	125    	49.87722 	0.00049 	0.3137   	17.142  	-1.00000
03486 	0.88433 	62.47988 	0.00000 	0.00000 	0.00000 	4.753 	3.68777 	0 	0 	125    	49.91044 	0.00042 	0.3070   	17.837  	-1.00000
03487 	0.90308 	60.92331 	0.00000 	0.00000 	0.00000 	4.763 	4.39125 	0 	0 	125    	49.84341 	0.00063 	0.2996   	22.316  	-1.00000
03488 	0.88956 	100.78116 	0.00000 	0.00000 	2.80000 	3.684 	97.97460 	0 	0 	125    	81.66847 	0.00556 	0.2700   	77.201  	0.65799
03489 	0.88326 	100.81580 	0.00000 	0.00000 	2.80000 	3.682 	5.06034 	0 	0 	125    	81.67138 	0.00562 	0.2652   	75.481  	-1.00000
03490 	0.90495 	101.17529 	0.00000 	0.00000 	3.30000 	3.682 	5.56898 	0 	0 	125    	81.71557 	0.00590 	0.2737   	83.060  	-1.00000
03491 	0.90092 	101.89257 	0.00000 	0.00000 	3.40000 	3.674 	5.46703 	0 	0 	125    	81.76234 	0.00618 	0.2771   	78.829  	-1.00000
03492 	0.91198 	103.53776 	0.00000 	0.00000 	3.80000 	3.668 	6.12865 	0 	0 	125    	81.86025 	0.00354 	0.2799   	78.520  	-1.00000
03493 	0.91936 	104.35889 	0.00000 	0.00000 	3.00000 	3.665 	6.42484 	0 	0 	125    	81.91240 	0.00368 	0.2790   	80.351  	-1.00000
03494 	0.92075 	105.00824 	0.00000 	0.00000 	3.40000 	3.657 	5.69947 	0 	0 	125    	81.95341 	0.00396 	0.2810   	77.672  	-1.00000
03495 	0.92235 	105.29356 	0.00000 	0.00000 	3.80000 	3.648 	4.95883 	0 	0 	125    	81.98467 	0.00347 	0.2816   	69.720  	-1.00000
03496 	0.92411 	105.44847 	0.00000 	0.00000 	3.40000 	3.652 	4.28939 	0 	0 	125    	82.01299 	0.00340 	0.2839   	74.330  	0.72106
03497 	0.92362 	105.61655 	0.00000 	0.00000 	3.40000 	3.648 	3.30576 	0 	0 	125    	82.04280 	0.00361 	0.2846   	66.444  	-1.00000
03498 	0.92467 	105.77129 	0.00000 	0.00000 	3.40000 	3.650 	2.31784 	0 	0 	125    	82.05462 	0.00368 	0.2870   	66.690  	-1.00000
03499 	0.93286 	105.72408 	0.00000 	0.00000 	3.40000 	3.661 	2.05218 	0 	0 	125    	82.03721 	0.00361 	0.2838   	78.146  	-1.00000
03500 	0.92567 	105.91768 	0.00000 	0.00000 	3.40000 	3.663 	2.06053 	0 	0 	125    	82.07353 	0.00354 	0.2872   	67.158  	-1.00000
03501 	0.93170 	105.89934 	0.00000 	0.00000 	3.40000 	3.663 	1.63399 	0 	0 	125    	82.06338 	0.00340 	0.2848   	69.204  	-1.00000
03502 	0.92715 	106.04337 	0.00000 	0.00000 	3.40000 	3.655 	1.33367 	0 	0 	125    	82.08787 	0.00347 	0.2874   	73.200  	-1.00000
03503 	0.93992 	106.17778 	0.00000 	0.00000 	3.00000 	3.671 	1.66248 	0 	0 	125    	82.09841 	0.00257 	0.2828   	75.000  	-1.00000
03504 	0.93775 	106.42340 	0.00000 	0.00000 	2.70000 	3.666 	1.62874 	0 	0 	125    	82.12079 	0.00257 	0.2843   	64.024  	0.69994
03505 	0.93282 	106.53902 	0.00000 	0.00000 	2.70000 	3.660 	1.17242 	0 	0 	125    	82.13292 	0.00292 	0.2861   	64.734  	-1.00000
03506 	0.93831 	106.40538 	0.00000 	0.00000 	2.40000 	3.669 	3.07125 	0 	0 	125    	82.09056 	0.00306 	0.2788   	71.090  	-1.00000
03507 	0.93460 	106.49607 	0.00000 	0.00000 	2.50000 	3.656 	4.74596 	0 	0 	125    	82.09673 	0.00299 	0.2833   	74.591  	-1.00000
03508 	0.93832 	106.49453 	0.00000 	0.00000 	2.40000 	3.654 	5.07932 	0 	0 	125    	82.05571 	0.00292 	0.2830   	75.414  	-1.00000
03509 	0.93346 	106.69653 	0.00000 	0.00000 	2.40000 	3.659 	4.66538 	0 	0 	125    	82.07468 	0.00292 	0.2841   	73.949  	-1.00000
03510 	0.93614 	106.59739 	0.00000 	0.00000 	2.40000 	3.660 	5.84477 	0 	0 	125    	82.05165 	0.00285 	0.2829   	56.012  	-1.00000
03511 	0.93086 	106.64421 	0.00000 	0.00000 	2.40000 	3.650 	6.91235 	0 	0 	125    	82.08028 	0.00292 	0.2847   	55.998  	-1.00000
03512 	0.93418 	106.67582 	0.00000 	0.00000 	2.40000 	3.658 	6.69351 	0 	0 	125    	82.12092 	0.00271 	0.2854   	59.398  	0.66609
03513 	0.92852 	106.72146 	0.00000 	0.00000 	1.80000 	3.658 	5.74847 	0 	0 	125    	82.15749 	0.00278 	0.2836   	59.206  	-1.00000
03514 	0.93291 	106.74813 	0.00000 	0.00000 	1.80000 	3.646 	5.42026 	0 	0 	125    	82.23704 	0.00299 	0.2861   	62.848  	-1.00000
03515 	0.92990 	106.80284 	0.00000 	0.00000 	1.80000 	3.653 	5.90539 	0 	0 	125    	82.33768 	0.00299 	0.2866   	59.438  	-1.00000
03516 	0.93213 	106.86103 	0.00000 	0.00000 	1.80000 	3.653 	5.44120 	0 	0 	125    	82.41663 	0.00313 	0.2887   	56.238  	-1.00000
03517 	0.94007 	106.82904 	0.00000 	0.00000 	2.40000 	3.649 	3.84871 	0 	0 	125    	82.43197 	0.00257 	0.2856   	54.157  	-1.00000
03518 	0.93299 	106.81390 	0.00000 	0.00000 	2.40000 	3.646 	3.41756 	0 	0 	125    	82.48106 	0.00257 	0.2874   	56.804  	-1.00000
03519 	0.93930 	106.80900 	0.00000 	0.00000 	3.00000 	3.658 	2.94344 	0 	0 	125    	82.50236 	0.00236 	0.2857   	56.575  	-1.00000
03520 	0.93645 	106.85375 	0.00000 	0.00000 	3.00000 	3.660 	1.95145 	0 	0 	125    	82.50610 	0.00264 	0.2836   	56.618  	0.65307
03521 	0.93473 	106.92261 	0.00000 	0.00000 	3.00000 	3.649 	2.17029 	0 	0 	125    	82.52899 	0.00264 	0.2837   	57.619  	-1.00000
03522 	0.93847 	106.90023 	0.00000 	0.00000 	3.00000 	3.662 	2.81501 	0 	0 	125    	82.53885 	0.00250 	0.2807   	59.630  	-1.00000
03523 	0.93585 	107.14537 	0.00000 	0.00000 	3.00000 	3.656 	3.03764 	0 	0 	125    	82.56696 	0.00250 	0.2826   	58.799  	-1.00000
03524 	0.93691 	107.20528 	0.00000 	0.00000 	3.00000 	3.650 	2.63631 	0 	0 	125    	82.57587 	0.00271 	0.2836   	61.830  	-1.00000
03525 	0.94186 	107.26296 	0.00000 	0.00000 	3.00000 	3.650 	1.61959 	0 	0 	125    	82.56220 	0.00243 	0.2804   	54.931  	-1.00000
03526 	0.93575 	107.31305 	0.00000 	0.00000 	3.00000 	3.643 	1.09819 	0 	0 	125    	82.58239 	0.00250 	0.2811   	57.531  	-1.00000
03527 	0.93950 	107.16421 	0.00000 	0.00000 	3.00000 	3.650 	1.87628 	0 	0 	125    	82.56838 	0.00257 	0.2779   	55.729  	-1.00000
03528 	0.93576 	107.27195 	0.00000 	0.00000 	3.00000 	3.647 	2.06994 	0 	0 	125    	82.59581 	0.00257 	0.2825   	55.734  	0.67390
03529 	0.94250 	107.20783 	0.00000 	0.00000 	3.00000 	3.647 	1.76031 	0 	0 	125    	82.57279 	0.00271 	0.2837   	54.314  	-1.00000
03530 	0.93659 	107.25501 	0.00000 	0.00000 	3.00000 	3.645 	1.38567 	0 	0 	125    	82.59012 	0.00278 	0.2862   	53.840  	-1.00000
03531 	0.93679 	107.18862 	0.00000 	0.00000 	3.00000 	3.650 	1.99756 	0 	0 	125    	82.57207 	0.00278 	0.2818   	53.918  	-1.00000
03532 	0.93623 	107.33176 	0.00000 	0.00000 	3.00000 	3.654 	2.38325 	0 	0 	125    	82.59627 	0.00264 	0.2856   	51.081  	-1.00000
03533 	0.94105 	107.29841 	0.00000 	0.00000 	3.00000 	3.655 	2.24921 	0 	0 	125    	82.58356 	0.00243 	0.2819   	47.043  	-1.00000
03534 	0.93770 	107.35936 	0.00000 	0.00000 	2.40000 	3.650 	2.41613 	0 	0 	125    	82.60354 	0.00257 	0.2844   	46.729  	-1.00000
03535 	0.94153 	107.26201 	0.00000 	0.00000 	2.40000 	3.644 	3.11463 	0 	0 	125    	82.58404 	0.00243 	0.2810   	50.500  	-1.00000
03536 	0.93966 	107.33919 	0.00000 	0.00000 	3.40000 	3.651 	3.59555 	0 	0 	125    	82.61418 	0.00271 	0.2811   	51.782  	0.70660
03537 	0.94323 	107.23640 	0.00000 	0.00000 	3.40000 	3.653 	3.81219 	0 	0 	125    	82.59612 	0.00257 	0.2828   	50.270  	-1.00000
03538 	0.93733 	107.27687 	0.00000 	0.00000 	3.40000 	3.647 	4.04053 	0 	0 	125    	82.61961 	0.00271 	0.2813   	47.237  	-1.00000
03539 	0.93831 	107.25584 	0.00000 	0.00000 	2.70000 	3.657 	4.45788 	0 	0 	125    	82.61057 	0.00271 	0.2811   	48.591  	-1.00000
03540 	0.93702 	107.19150 	0.00000 	0.00000 	2.80000 	3.651 	4.40051 	0 	0 	125    	82.60284 	0.00278 	0.2819   	46.475  	-1.00000
03541 	0.93886 	107.11603 	0.00000 	0.00000 	2.70000 	3.645 	4.63211 	0 	0 	125    	82.59143 	0.00278 	0.2802   	46.432  	-1.00000
03542 	0.93917 	106.95753 	0.00000 	0.00000 	2.70000 	3.650 	5.04707 	0 	0 	125    	82.56697 	0.00278 	0.2823   	44.515  	-1.00000
03543 	0.93788 	106.70402 	0.00000 	0.00000 	2.70000 	3.651 	4.49812 	0 	0 	125    	82.55052 	0.00285 	0.2850   	44.036  	-1.00000
03544 	0.93949 	106.47842 	0.00000 	0.00000 	2.70000 	3.664 	3.72173 	0 	0 	125    	82.51979 	0.00292 	0.2828   	46.212  	0.71991
03545 	0.93608 	106.43913 	0.00000 	0.00000 	2.70000 	3.657 	3.17992 	0 	0 	125    	82.51602 	0.00292 	0.2828   	44.496  	-1.00000
03546 	0.93861 	106.54069 	0.00000 	0.00000 	2.70000 	3.644 	2.67966 	0 	0 	125    	82.49967 	0.00292 	0.2824   	47.913  	-1.00000
03547 	0.93654 	106.58482 	0.00000 	0.00000 	2.70000 	3.640 	1.43963 	0 	0 	125    	82.51399 	0.00292 	0.2839   	45.710  	-1.00000
03548 	0.93658 	106.56952 	0.00000 	0.00000 	2.70000 	3.649 	1.29349 	0 	0 	125    	82.53236 	0.00292 	0.2842   	44.045  	-1.00000
03549 	0.93928 	106.55507 	0.00000 	0.00000 	3.40000 	3.642 	2.00153 	0 	0 	125    	82.53613 	0.00264 	0.2815   	45.127  	-1.00000
03550 	0.93596 	106.56032 	0.00000 	0.00000 	3.40000 	3.650 	2.24861 	0 	0 	125    	82.55455 	0.00285 	0.2854   	46.141  	-1.00000
03551 	0.93988 	106.55247 	0.00000 	0.00000 	3.40000 	3.647 	2.22617 	0 	0 	125    	82.55252 	0.00250 	0.2833   	47.222  	-1.00000
03552 	0.93986 	106.61452 	0.00000 	0.00000 	3.40000 	3.652 	1.92541 	0 	0 	125    	82.53623 	0.00285 	0.2851   	43.971  	0.66146
03553 	0.93767 	106.68982 	0.00000 	0.00000 	3.40000 	3.642 	1.45027 	0 	0 	125    	82.54255 	0.00278 	0.2843   	43.930  	-1.00000
