Frame: 	Blockiness: 	SA: 	Letterbox: 	Pillarbox: 	Blockloss: 	Blur: 	TA: 	Blackout: 	Freezing: 	Exposure(bri): 	Contrast: 	Interlace: 	Noise: 	Slice: 	Flickering:
00162 	0.97015 	90.35724 	0.00000 	0.00000 	3.40000 	3.600 	4.20523 	0 	0 	125    	65.97339 	0.00111 	0.3100   	27.719  	-1.00000
00163 	0.94455 	90.54431 	0.00000 	0.00000 	1.90000 	3.564 	4.15544 	0 	0 	125    	65.98403 	0.00111 	0.3110   	26.725  	-1.00000
00164 	0.95419 	90.39449 	0.00000 	0.00000 	2.20000 	3.591 	4.34770 	0 	0 	125    	66.00415 	0.00125 	0.3050   	26.987  	-1.00000
00165 	0.96326 	90.40424 	0.00000 	0.00000 	3.40000 	3.599 	4.42990 	0 	0 	125    	66.04869 	0.00118 	0.3100   	23.581  	-1.00000
00166 	0.95662 	90.64527 	0.00000 	0.00000 	3.40000 	3.544 	4.28307 	0 	0 	125    	66.08055 	0.00132 	0.3093   	23.623  	-1.00000
00167 	0.95665 	89.89996 	0.00000 	0.00000 	2.50000 	3.689 	4.31650 	0 	0 	125    	66.04940 	0.00118 	0.3041   	22.670  	-1.00000
00168 	0.93359 	90.64317 	0.00000 	0.00000 	4.40000 	3.546 	4.33186 	0 	0 	125    	66.05946 	0.00111 	0.3157   	24.637  	0.75405
00169 	0.94712 	90.40075 	0.00000 	0.00000 	2.80000 	3.577 	4.19440 	0 	0 	125    	66.02181 	0.00111 	0.3112   	25.763  	-1.00000
00170 	0.96109 	90.44092 	0.00000 	0.00000 	2.60000 	3.555 	4.21468 	0 	0 	125    	66.01139 	0.00118 	0.3123   	24.162  	-1.00000
00171 	0.96475 	90.66652 	0.00000 	0.00000 	2.50000 	3.554 	4.10327 	0 	0 	125    	66.01951 	0.00111 	0.3092   	24.242  	-1.00000
00172 	0.98454 	90.43984 	0.00000 	0.00000 	2.70000 	3.583 	4.05874 	0 	0 	125    	66.04197 	0.00104 	0.3090   	23.991  	-1.00000
00173 	0.97546 	90.42739 	0.00000 	0.00000 	2.40000 	3.586 	4.21685 	0 	0 	125    	66.07259 	0.00111 	0.3147   	23.761  	-1.00000
00174 	0.94047 	90.71875 	0.00000 	0.00000 	2.70000 	3.554 	4.03814 	0 	0 	125    	66.10371 	0.00132 	0.3171   	23.025  	-1.00000
00175 	0.95608 	90.61943 	0.00000 	0.00000 	2.90000 	3.537 	4.04484 	0 	0 	125    	66.07884 	0.00104 	0.3099   	23.570  	-1.00000
00176 	0.96648 	90.59791 	0.00000 	0.00000 	3.30000 	3.541 	4.35970 	0 	0 	125    	66.05002 	0.00097 	0.3136   	26.088  	0.66638
00177 	0.95603 	90.79089 	0.00000 	0.00000 	3.80000 	3.524 	4.24633 	0 	0 	125    	66.04283 	0.00125 	0.3159   	26.579  	-1.00000
00178 	0.96686 	90.52134 	0.00000 	0.00000 	3.70000 	3.567 	4.18952 	0 	0 	125    	66.03734 	0.00118 	0.3128   	27.003  	-1.00000
00179 	0.96103 	90.56163 	0.00000 	0.00000 	3.20000 	3.560 	4.33515 	0 	0 	125    	66.05856 	0.00139 	0.3072   	27.878  	-1.00000
00180 	0.93681 	90.93998 	0.00000 	0.00000 	3.30000 	3.509 	4.07372 	0 	0 	125    	66.09831 	0.00146 	0.3131   	27.517  	-1.00000
00181 	0.94198 	90.06309 	0.00000 	0.00000 	3.40000 	3.691 	3.79315 	0 	0 	125    	66.10315 	0.00118 	0.3070   	22.673  	-1.00000
00182 	0.94380 	90.96719 	0.00000 	0.00000 	4.20000 	3.520 	3.58577 	0 	0 	125    	66.15254 	0.00097 	0.3149   	22.066  	-1.00000
00183 	0.95660 	90.53925 	0.00000 	0.00000 	3.70000 	3.570 	2.89648 	0 	0 	125    	66.12502 	0.00097 	0.3074   	21.806  	-1.00000
00184 	0.94761 	91.12974 	0.00000 	0.00000 	3.70000 	3.485 	2.59070 	0 	0 	125    	66.10749 	0.00083 	0.3135   	22.934  	0.78935
00185 	0.94811 	91.20867 	0.00000 	0.00000 	3.70000 	3.482 	2.05925 	0 	0 	125    	66.07579 	0.00069 	0.3118   	21.885  	-1.00000
00186 	0.94976 	91.31253 	0.00000 	0.00000 	3.40000 	3.481 	1.83834 	0 	0 	125    	66.07293 	0.00069 	0.3127   	22.369  	-1.00000
00187 	0.95325 	91.37491 	0.00000 	0.00000 	3.70000 	3.489 	1.58929 	0 	0 	125    	66.08796 	0.00076 	0.3168   	23.828  	-1.00000
00188 	0.95393 	91.43864 	0.00000 	0.00000 	3.90000 	3.492 	1.33980 	0 	0 	125    	66.12158 	0.00090 	0.3176   	21.279  	-1.00000
00189 	0.95696 	91.47644 	0.00000 	0.00000 	3.90000 	3.478 	1.34023 	0 	0 	125    	66.15060 	0.00090 	0.3182   	21.658  	-1.00000
00190 	0.95107 	91.48305 	0.00000 	0.00000 	4.10000 	3.475 	1.27785 	0 	0 	125    	66.15187 	0.00076 	0.3220   	20.405  	-1.00000
00191 	0.95631 	91.43925 	0.00000 	0.00000 	4.40000 	3.473 	1.19276 	0 	0 	125    	66.13241 	0.00090 	0.3182   	20.744  	-1.00000
00192 	0.95512 	91.45303 	0.00000 	0.00000 	4.20000 	3.461 	1.02140 	0 	0 	125    	66.09722 	0.00090 	0.3168   	25.148  	0.78096
00193 	0.94731 	91.54878 	0.00000 	0.00000 	3.80000 	3.453 	0.65373 	0 	0 	125    	66.08336 	0.00097 	0.3201   	25.286  	-1.00000
00194 	0.94537 	91.55853 	0.00000 	0.00000 	4.00000 	3.453 	0.62223 	0 	0 	125    	66.08088 	0.00104 	0.3224   	24.494  	-1.00000
00195 	0.94699 	91.57545 	0.00000 	0.00000 	4.30000 	3.449 	0.64267 	0 	0 	125    	66.10412 	0.00111 	0.3206   	24.021  	-1.00000
00196 	0.94966 	91.60621 	0.00000 	0.00000 	4.50000 	3.452 	0.74358 	0 	0 	125    	66.14086 	0.00111 	0.3222   	22.247  	-1.00000
00197 	0.94963 	91.61499 	0.00000 	0.00000 	4.50000 	3.449 	0.71528 	0 	0 	125    	66.16133 	0.00111 	0.3208   	21.851  	-1.00000
00198 	0.94932 	91.62313 	0.00000 	0.00000 	4.50000 	3.455 	0.65570 	0 	0 	125    	66.16653 	0.00111 	0.3217   	21.172  	-1.00000
00199 	0.94901 	91.60275 	0.00000 	0.00000 	4.50000 	3.449 	0.69504 	0 	0 	125    	66.15061 	0.00104 	0.3208   	21.366  	-1.00000
00200 	0.94579 	91.61508 	0.00000 	0.00000 	4.50000 	3.460 	0.66182 	0 	0 	125    	66.11893 	0.00104 	0.3219   	22.165  	0.78472
00201 	0.94665 	91.61769 	0.00000 	0.00000 	4.70000 	3.443 	0.64759 	0 	0 	125    	66.10280 	0.00104 	0.3225   	21.763  	-1.00000
00202 	0.94952 	91.62990 	0.00000 	0.00000 	4.20000 	3.443 	0.61252 	0 	0 	125    	66.10297 	0.00104 	0.3201   	21.722  	-1.00000
00203 	0.94978 	91.64726 	0.00000 	0.00000 	4.40000 	3.443 	0.68368 	0 	0 	125    	66.12967 	0.00104 	0.3233   	21.214  	-1.00000
00204 	0.94905 	91.66691 	0.00000 	0.00000 	4.10000 	3.443 	0.66638 	0 	0 	125    	66.16467 	0.00104 	0.3243   	20.942  	-1.00000
00205 	0.94881 	91.68106 	0.00000 	0.00000 	3.90000 	3.448 	0.53570 	0 	0 	125    	66.18308 	0.00111 	0.3234   	21.626  	-1.00000
00206 	0.94714 	91.67755 	0.00000 	0.00000 	4.10000 	3.447 	0.50087 	0 	0 	125    	66.18223 	0.00111 	0.3237   	22.182  	-1.00000
00207 	0.95084 	91.61094 	0.00000 	0.00000 	4.20000 	3.452 	0.67712 	0 	0 	125    	66.15608 	0.00104 	0.3213   	23.033  	-1.00000
00208 	0.95088 	91.58764 	0.00000 	0.00000 	4.20000 	3.467 	0.88077 	0 	0 	125    	66.11436 	0.00104 	0.3213   	22.628  	0.70139
00209 	0.94813 	91.63295 	0.00000 	0.00000 	4.20000 	3.449 	0.97221 	0 	0 	125    	66.10717 	0.00104 	0.3236   	22.196  	-1.00000
00210 	0.94998 	91.60925 	0.00000 	0.00000 	3.90000 	3.447 	1.30948 	0 	0 	125    	66.11330 	0.00111 	0.3226   	22.005  	-1.00000
00211 	0.95410 	91.59163 	0.00000 	0.00000 	4.20000 	3.440 	1.63730 	0 	0 	125    	66.14054 	0.00104 	0.3219   	22.232  	-1.00000
00212 	0.95576 	91.49000 	0.00000 	0.00000 	4.90000 	3.478 	1.90352 	0 	0 	125    	66.17504 	0.00090 	0.3185   	22.387  	-1.00000
00213 	0.95336 	91.49036 	0.00000 	0.00000 	4.30000 	3.473 	1.78694 	0 	0 	125    	66.18449 	0.00104 	0.3213   	22.800  	-1.00000
00214 	0.95587 	91.33958 	0.00000 	0.00000 	4.40000 	3.473 	2.40030 	0 	0 	125    	66.17325 	0.00104 	0.3190   	22.399  	-1.00000
00215 	0.95314 	91.40480 	0.00000 	0.00000 	4.10000 	3.468 	2.04238 	0 	0 	125    	66.15690 	0.00132 	0.3229   	23.289  	-1.00000
00216 	0.95432 	91.40740 	0.00000 	0.00000 	3.70000 	3.469 	1.58287 	0 	0 	125    	66.12609 	0.00118 	0.3211   	22.354  	0.67477
00217 	0.95414 	91.41020 	0.00000 	0.00000 	4.00000 	3.469 	1.11009 	0 	0 	125    	66.12200 	0.00104 	0.3209   	21.325  	-1.00000
00218 	0.96046 	91.34875 	0.00000 	0.00000 	4.00000 	3.477 	0.83869 	0 	0 	125    	66.14086 	0.00090 	0.3194   	22.135  	-1.00000
00219 	0.95884 	91.41680 	0.00000 	0.00000 	3.90000 	3.463 	0.77892 	0 	0 	125    	66.16864 	0.00104 	0.3199   	22.165  	-1.00000
00220 	0.95872 	91.40643 	0.00000 	0.00000 	3.90000 	3.473 	0.86212 	0 	0 	125    	66.19724 	0.00104 	0.3197   	21.512  	-1.00000
00221 	0.95742 	91.40123 	0.00000 	0.00000 	3.90000 	3.474 	0.84247 	0 	0 	125    	66.20224 	0.00104 	0.3198   	20.971  	-1.00000
00222 	0.95469 	91.41304 	0.00000 	0.00000 	3.90000 	3.475 	0.88064 	0 	0 	125    	66.19292 	0.00111 	0.3202   	21.121  	-1.00000
00223 	0.95575 	91.34458 	0.00000 	0.00000 	3.80000 	3.479 	0.75439 	0 	0 	125    	66.16516 	0.00104 	0.3181   	20.766  	-1.00000
00224 	0.95323 	91.37632 	0.00000 	0.00000 	3.80000 	3.469 	0.70034 	0 	0 	125    	66.12634 	0.00104 	0.3200   	20.452  	0.69184
00225 	0.95481 	91.36317 	0.00000 	0.00000 	3.80000 	3.466 	0.59219 	0 	0 	125    	66.12747 	0.00104 	0.3196   	20.472  	-1.00000
00226 	0.96026 	91.33757 	0.00000 	0.00000 	3.80000 	3.466 	0.85309 	0 	0 	125    	66.14136 	0.00111 	0.3195   	20.604  	-1.00000
00227 	0.95928 	91.30466 	0.00000 	0.00000 	3.80000 	3.471 	1.49016 	0 	0 	125    	66.17183 	0.00104 	0.3192   	20.689  	-1.00000
00228 	0.95767 	91.30186 	0.00000 	0.00000 	3.80000 	3.470 	1.83486 	0 	0 	125    	66.19874 	0.00104 	0.3191   	20.276  	-1.00000
00229 	0.95639 	91.32028 	0.00000 	0.00000 	3.80000 	3.464 	1.72758 	0 	0 	125    	66.20293 	0.00104 	0.3193   	20.216  	-1.00000
00230 	0.95554 	91.29337 	0.00000 	0.00000 	3.80000 	3.466 	1.68749 	0 	0 	125    	66.19459 	0.00104 	0.3182   	18.732  	-1.00000
00231 	0.95598 	91.28383 	0.00000 	0.00000 	3.80000 	3.465 	1.79854 	0 	0 	125    	66.16038 	0.00132 	0.3165   	18.428  	-1.00000
00232 	0.95210 	91.23393 	0.00000 	0.00000 	3.80000 	3.463 	1.83953 	0 	0 	125    	66.13652 	0.00125 	0.3163   	18.074  	0.72598
00233 	0.95417 	91.23134 	0.00000 	0.00000 	3.80000 	3.466 	1.79163 	0 	0 	125    	66.14073 	0.00132 	0.3169   	18.188  	-1.00000
00234 	0.95606 	91.22688 	0.00000 	0.00000 	3.70000 	3.462 	1.74517 	0 	0 	125    	66.16515 	0.00118 	0.3189   	18.837  	-1.00000
00235 	0.95593 	91.24654 	0.00000 	0.00000 	3.70000 	3.462 	1.18322 	0 	0 	125    	66.20325 	0.00118 	0.3189   	18.181  	-1.00000
00236 	0.95713 	91.27143 	0.00000 	0.00000 	3.70000 	3.457 	0.64644 	0 	0 	125    	66.22022 	0.00111 	0.3224   	18.239  	-1.00000
00237 	0.95513 	91.30041 	0.00000 	0.00000 	3.70000 	3.459 	0.65412 	0 	0 	125    	66.22287 	0.00111 	0.3201   	18.212  	-1.00000
00238 	0.95462 	91.32559 	0.00000 	0.00000 	3.70000 	3.453 	0.57587 	0 	0 	125    	66.20468 	0.00111 	0.3201   	19.020  	-1.00000
00239 	0.95395 	91.30217 	0.00000 	0.00000 	3.70000 	3.447 	0.49068 	0 	0 	125    	66.16860 	0.00104 	0.3201   	19.613  	-1.00000
00240 	0.95212 	91.33815 	0.00000 	0.00000 	3.70000 	3.458 	0.56535 	0 	0 	125    	66.14537 	0.00132 	0.3208   	19.606  	0.66319
00241 	0.95069 	91.36006 	0.00000 	0.00000 	3.80000 	3.462 	0.29417 	0 	0 	125    	66.14569 	0.00132 	0.3232   	19.597  	-1.00000
00242 	0.95359 	91.35815 	0.00000 	0.00000 	3.80000 	3.453 	0.43309 	0 	0 	125    	66.17353 	0.00125 	0.3226   	20.222  	-1.00000
00243 	0.95556 	91.36656 	0.00000 	0.00000 	3.80000 	3.451 	0.50098 	0 	0 	125    	66.20941 	0.00132 	0.3225   	20.197  	-1.00000
00244 	0.95342 	91.35837 	0.00000 	0.00000 	3.80000 	3.450 	0.47444 	0 	0 	125    	66.21791 	0.00132 	0.3218   	19.988  	-1.00000
00245 	0.95139 	91.35295 	0.00000 	0.00000 	3.80000 	3.452 	0.49344 	0 	0 	125    	66.21517 	0.00125 	0.3210   	19.797  	-1.00000
00246 	0.94995 	91.31646 	0.00000 	0.00000 	3.80000 	3.449 	0.70488 	0 	0 	125    	66.19195 	0.00125 	0.3194   	19.887  	-1.00000
00247 	0.95118 	91.29623 	0.00000 	0.00000 	3.80000 	3.453 	0.89374 	0 	0 	125    	66.16460 	0.00139 	0.3207   	19.897  	-1.00000
00248 	0.94910 	91.28127 	0.00000 	0.00000 	3.80000 	3.460 	1.12481 	0 	0 	125    	66.16240 	0.00139 	0.3175   	19.829  	0.75637
00249 	0.95158 	91.26857 	0.00000 	0.00000 	3.80000 	3.462 	1.29624 	0 	0 	125    	66.17088 	0.00139 	0.3199   	18.510  	-1.00000
00250 	0.95418 	91.26987 	0.00000 	0.00000 	4.00000 	3.465 	1.36440 	0 	0 	125    	66.19938 	0.00139 	0.3213   	18.248  	-1.00000
00251 	0.95535 	91.27483 	0.00000 	0.00000 	3.70000 	3.451 	1.34070 	0 	0 	125    	66.22402 	0.00132 	0.3190   	18.643  	-1.00000
00252 	0.95432 	91.27919 	0.00000 	0.00000 	3.70000 	3.453 	1.07901 	0 	0 	125    	66.22533 	0.00132 	0.3196   	18.794  	-1.00000
00253 	0.95373 	91.26940 	0.00000 	0.00000 	3.70000 	3.458 	0.86696 	0 	0 	125    	66.21840 	0.00132 	0.3180   	19.116  	-1.00000
00254 	0.95170 	91.26364 	0.00000 	0.00000 	3.70000 	3.456 	0.73115 	0 	0 	125    	66.19062 	0.00132 	0.3192   	19.072  	-1.00000
00255 	0.95015 	91.25415 	0.00000 	0.00000 	3.70000 	3.457 	0.64909 	0 	0 	125    	66.16305 	0.00132 	0.3199   	19.086  	-1.00000
00256 	0.82398 	91.14024 	0.00000 	0.00000 	4.60000 	3.510 	1.64165 	0 	0 	125    	66.13494 	0.00486 	0.3092   	25.368  	0.67477
00257 	0.84442 	91.11533 	0.00000 	0.00000 	4.60000 	3.508 	0.77628 	0 	0 	125    	66.15203 	0.00431 	0.3108   	24.824  	-1.00000
00258 	0.84341 	91.12468 	0.00000 	0.00000 	4.40000 	3.515 	0.86529 	0 	0 	125    	66.18252 	0.00424 	0.3094   	24.217  	-1.00000
00259 	0.84884 	91.11290 	0.00000 	0.00000 	4.40000 	3.516 	0.77281 	0 	0 	125    	66.21247 	0.00396 	0.3102   	20.708  	-1.00000
00260 	0.85303 	91.09380 	0.00000 	0.00000 	4.40000 	3.515 	0.98142 	0 	0 	125    	66.21089 	0.00389 	0.3098   	21.174  	-1.00000
00261 	0.86831 	90.99690 	0.00000 	0.00000 	4.20000 	3.501 	1.23190 	0 	0 	125    	66.19028 	0.00340 	0.3089   	20.825  	-1.00000
00262 	0.86337 	91.02571 	0.00000 	0.00000 	4.70000 	3.504 	1.13557 	0 	0 	125    	66.16068 	0.00361 	0.3085   	21.831  	-1.00000
00263 	0.88692 	88.63407 	0.00000 	0.00000 	3.70000 	3.495 	2.41969 	0 	0 	125    	65.99036 	0.00201 	0.3076   	18.206  	-1.00000
00264 	0.78591 	61.98160 	0.00000 	0.00000 	0.00000 	4.819 	70.62323 	0 	0 	125    	49.29547 	0.00090 	0.2811   	28.572  	0.68461
00265 	0.72823 	61.93429 	0.00000 	0.00000 	0.00000 	4.830 	5.00590 	0 	0 	125    	49.35893 	0.00069 	0.2716   	31.457  	-1.00000
00266 	0.79089 	62.03468 	0.00000 	0.00000 	0.00000 	4.815 	4.49920 	0 	0 	125    	49.40279 	0.00076 	0.2846   	23.581  	-1.00000
00267 	0.80850 	62.37677 	0.00000 	0.00000 	0.00000 	4.847 	4.89091 	0 	0 	125    	49.43055 	0.00063 	0.2872   	22.969  	-1.00000
00268 	0.81644 	62.75632 	0.00000 	0.00000 	0.00000 	4.835 	4.43140 	0 	0 	125    	49.46110 	0.00028 	0.2943   	22.017  	-1.00000
00269 	0.81771 	62.77185 	0.00000 	0.00000 	0.00000 	4.812 	5.18957 	0 	0 	125    	49.48442 	0.00035 	0.2968   	23.784  	-1.00000
00270 	0.82699 	62.48200 	0.00000 	0.00000 	0.00000 	4.853 	4.90032 	0 	0 	125    	49.49473 	0.00028 	0.2980   	25.404  	-1.00000
00271 	0.85725 	62.37803 	0.00000 	0.00000 	0.00000 	4.839 	5.08173 	0 	0 	125    	49.48697 	0.00028 	0.3008   	31.095  	-1.00000
00272 	0.83251 	62.56001 	0.00000 	0.00000 	0.00000 	4.796 	4.74103 	0 	0 	125    	49.53497 	0.00042 	0.3056   	29.861  	0.71007
00273 	0.83741 	62.59955 	0.00000 	0.00000 	0.00000 	4.798 	5.07830 	0 	0 	125    	49.59910 	0.00035 	0.3075   	27.332  	-1.00000
00274 	0.86083 	62.39783 	0.00000 	0.00000 	0.00000 	4.783 	6.03020 	0 	0 	125    	49.64797 	0.00028 	0.3071   	20.353  	-1.00000
00275 	0.84983 	62.35892 	0.00000 	0.00000 	0.00000 	4.807 	4.49499 	0 	0 	125    	49.71205 	0.00028 	0.3077   	20.800  	-1.00000
00276 	0.85391 	62.41849 	0.00000 	0.00000 	0.10000 	4.806 	4.80792 	0 	0 	125    	49.72752 	0.00014 	0.3068   	18.979  	-1.00000
00277 	0.85515 	62.57616 	0.00000 	0.00000 	0.20000 	4.826 	5.49447 	0 	0 	125    	49.73433 	0.00028 	0.3126   	18.723  	-1.00000
00278 	0.88224 	62.79701 	0.00000 	0.00000 	0.00000 	4.837 	6.29236 	0 	0 	125    	49.68879 	0.00021 	0.3135   	20.724  	-1.00000
00279 	0.87049 	62.97079 	0.00000 	0.00000 	0.00000 	4.809 	6.08763 	0 	0 	125    	49.64029 	0.00076 	0.3191   	32.970  	-1.00000
00280 	0.87795 	63.08154 	0.00000 	0.00000 	0.00000 	4.807 	6.35577 	0 	0 	125    	49.54596 	0.00056 	0.3217   	20.500  	0.69184
00281 	0.89143 	63.15986 	0.00000 	0.00000 	0.00000 	4.812 	6.62077 	0 	0 	125    	49.45574 	0.00021 	0.3223   	18.956  	-1.00000
00282 	0.88412 	63.08139 	0.00000 	0.00000 	0.00000 	4.838 	6.62758 	0 	0 	125    	49.37576 	0.00028 	0.3216   	18.585  	-1.00000
00283 	0.89002 	62.96277 	0.00000 	0.00000 	0.00000 	4.872 	6.47063 	0 	0 	125    	49.31176 	0.00021 	0.3194   	17.847  	-1.00000
00284 	0.88316 	62.87540 	0.00000 	0.00000 	0.00000 	4.882 	6.46939 	0 	0 	125    	49.26776 	0.00007 	0.3200   	17.619  	-1.00000
00285 	0.89429 	62.92579 	0.00000 	0.00000 	0.00000 	4.879 	6.47047 	0 	0 	125    	49.26228 	0.00021 	0.3213   	18.445  	-1.00000
00286 	0.88942 	63.03956 	0.00000 	0.00000 	0.00000 	4.876 	6.69805 	0 	0 	125    	49.25207 	0.00021 	0.3209   	18.353  	-1.00000
00287 	0.90235 	63.14718 	0.00000 	0.00000 	0.00000 	4.894 	6.93764 	0 	0 	125    	49.22428 	0.00021 	0.3169   	18.773  	-1.00000
00288 	0.88320 	63.22676 	0.00000 	0.00000 	0.00000 	4.904 	6.95862 	0 	0 	125    	49.21022 	0.00028 	0.3214   	18.099  	0.68229
00289 	0.87193 	63.36576 	0.00000 	0.00000 	0.00000 	4.892 	7.04096 	0 	0 	125    	49.21521 	0.00035 	0.3204   	18.523  	-1.00000
00290 	0.89732 	63.34447 	0.00000 	0.00000 	0.00000 	4.886 	6.75056 	0 	0 	125    	49.18565 	0.00014 	0.3196   	21.361  	-1.00000
00291 	0.86996 	63.31111 	0.00000 	0.00000 	0.00000 	4.889 	6.71161 	0 	0 	125    	49.20709 	0.00014 	0.3179   	22.903  	-1.00000
00292 	0.90234 	63.32672 	0.00000 	0.00000 	0.00000 	4.889 	6.71237 	0 	0 	125    	49.16847 	0.00028 	0.3195   	23.200  	-1.00000
00293 	0.88561 	63.28868 	0.00000 	0.00000 	0.00000 	4.897 	6.53011 	0 	0 	125    	49.11331 	0.00014 	0.3208   	22.962  	-1.00000
00294 	0.89450 	63.31864 	0.00000 	0.00000 	0.00000 	4.872 	5.68684 	0 	0 	125    	49.07045 	0.00021 	0.3196   	25.476  	-1.00000
00295 	0.90090 	63.43430 	0.00000 	0.00000 	0.00000 	4.855 	4.41937 	0 	0 	125    	49.05807 	0.00028 	0.3229   	26.109  	-1.00000
00296 	0.90168 	63.56705 	0.00000 	0.00000 	0.10000 	4.827 	2.95011 	0 	0 	125    	49.06370 	0.00042 	0.3210   	26.607  	0.66898
00297 	0.90069 	63.55044 	0.00000 	0.00000 	0.00000 	4.833 	2.23572 	0 	0 	125    	49.07177 	0.00028 	0.3249   	28.666  	-1.00000
00298 	0.90244 	63.51719 	0.00000 	0.00000 	0.00000 	4.830 	3.11831 	0 	0 	125    	49.08345 	0.00042 	0.3223   	31.478  	-1.00000
00299 	0.90748 	63.42500 	0.00000 	0.00000 	0.00000 	4.820 	4.17220 	0 	0 	125    	49.04567 	0.00028 	0.3170   	33.633  	-1.00000
00300 	0.91328 	63.84433 	0.00000 	0.00000 	0.00000 	4.831 	5.22152 	0 	0 	125    	48.94323 	0.00014 	0.3183   	29.466  	-1.00000
00301 	0.88845 	69.12211 	0.00000 	0.00000 	0.00000 	4.850 	11.02436 	0 	0 	125    	48.82229 	0.00014 	0.3161   	29.466  	-1.00000
00302 	0.89138 	70.12088 	0.00000 	0.00000 	0.00000 	4.831 	15.43596 	0 	0 	125    	49.36072 	0.00069 	0.3153   	36.990  	-1.00000
00303 	0.90280 	70.08029 	0.00000 	0.00000 	0.00000 	4.810 	17.99734 	0 	0 	125    	49.82911 	0.00028 	0.3178   	30.883  	-1.00000
00304 	0.93363 	69.64590 	0.00000 	0.00000 	0.00000 	4.800 	19.77813 	0 	0 	125    	50.90423 	0.00028 	0.3160   	55.788  	0.67824
00305 	0.91649 	69.83970 	0.00000 	0.00000 	0.00000 	4.817 	14.08564 	0 	0 	125    	52.76588 	0.00035 	0.3220   	58.684  	-1.00000
00306 	0.91162 	67.59045 	0.00000 	0.00000 	0.00000 	4.846 	9.66241 	0 	0 	125    	53.14552 	0.00021 	0.3213   	57.427  	-1.00000
00307 	0.89749 	67.66493 	0.00000 	0.00000 	0.00000 	4.842 	11.35838 	0 	0 	125    	51.52865 	0.00035 	0.3235   	35.505  	-1.00000
00308 	0.93257 	67.61447 	0.00000 	0.00000 	0.00000 	4.814 	11.07327 	0 	0 	125    	50.07680 	0.00028 	0.3232   	35.199  	-1.00000
00309 	0.92208 	73.04696 	0.00000 	0.00000 	0.00000 	4.842 	16.54535 	0 	0 	125    	50.99407 	0.00035 	0.3208   	47.173  	-1.00000
00310 	0.92760 	76.58719 	0.00000 	0.00000 	0.00000 	4.531 	17.87477 	0 	0 	125    	51.62245 	0.00063 	0.3195   	36.408  	-1.00000
00311 	0.91603 	78.39379 	0.00000 	0.00000 	0.00000 	4.443 	17.37927 	0 	0 	125    	52.01180 	0.00042 	0.3193   	55.102  	-1.00000
00312 	0.93607 	77.94097 	0.00000 	0.00000 	0.30000 	4.484 	17.49266 	0 	0 	125    	52.63608 	0.00035 	0.3188   	65.943  	0.68374
00313 	0.94409 	76.88997 	0.00000 	0.00000 	0.00000 	4.413 	15.76749 	0 	0 	125    	53.36624 	0.00090 	0.3182   	92.922  	-1.00000
00314 	0.90270 	76.81312 	0.00000 	0.00000 	0.00000 	4.409 	14.00306 	0 	0 	125    	54.02853 	0.00083 	0.3204   	94.442  	-1.00000
00315 	0.92224 	77.34320 	0.00000 	0.00000 	0.00000 	4.395 	12.25359 	0 	0 	125    	54.51687 	0.00354 	0.3198   	98.789  	-1.00000
00316 	0.90758 	78.05211 	0.00000 	0.00000 	0.00000 	4.411 	9.80890 	0 	0 	125    	54.80131 	0.00146 	0.3179   	96.779  	-1.00000
00317 	0.91073 	78.17444 	0.00000 	0.00000 	0.00000 	4.407 	7.12739 	0 	0 	125    	54.86899 	0.00222 	0.3187   	116.634 	-1.00000
00318 	0.92681 	78.49413 	0.00000 	0.00000 	0.00000 	4.426 	4.62685 	0 	0 	125    	54.89672 	0.00063 	0.3202   	115.576 	-1.00000
00319 	0.92329 	79.24491 	0.00000 	0.00000 	0.00000 	4.415 	2.34258 	0 	0 	125    	54.97165 	0.00097 	0.3215   	144.025 	-1.00000
00320 	0.92801 	79.51931 	0.00000 	0.00000 	0.30000 	4.404 	3.29727 	0 	0 	125    	54.98445 	0.00097 	0.3179   	147.769 	0.72164
00321 	0.91565 	79.81457 	0.00000 	0.00000 	0.00000 	4.378 	3.77526 	0 	0 	125    	55.00044 	0.00090 	0.3211   	181.121 	-1.00000
00322 	0.94700 	79.87961 	0.00000 	0.00000 	0.00000 	4.374 	3.80948 	0 	0 	125    	54.98247 	0.00097 	0.3211   	226.101 	-1.00000
00323 	0.92418 	80.07141 	0.00000 	0.00000 	0.00000 	4.368 	2.98416 	0 	0 	125    	54.99585 	0.00104 	0.3201   	225.783 	-1.00000
00324 	0.92209 	80.14675 	0.00000 	0.00000 	0.00000 	4.374 	2.27738 	0 	0 	125    	55.00093 	0.00097 	0.3192   	225.942 	-1.00000
00325 	0.94069 	80.24377 	0.00000 	0.00000 	0.00000 	4.387 	1.71069 	0 	0 	125    	54.98617 	0.00097 	0.3182   	226.538 	-1.00000
00326 	0.93319 	80.38213 	0.00000 	0.00000 	0.00000 	4.374 	1.38309 	0 	0 	125    	55.01061 	0.00104 	0.3157   	231.190 	-1.00000
00327 	0.94369 	80.31450 	0.00000 	0.00000 	0.00000 	4.382 	1.52223 	0 	0 	125    	55.01299 	0.00090 	0.3142   	202.905 	-1.00000
00328 	0.93299 	80.42156 	0.00000 	0.00000 	0.00000 	4.361 	1.81583 	0 	0 	125    	55.04183 	0.00090 	0.3179   	218.199 	0.64988
